ChurnID,CustomerID,Date,Motivo
CHRN03034,CUST000716,2024-03-15,Insatisfação Rede
CHRN03035,CUST018422,2023-12-03,Mau Atendimento
CHRN03036,CUST046154,2025-11-02,Preço
CHRN03037,CUST031149,2025-12-21,Insatisfação Rede
CHRN03038,CUST020673,2024-07-07,Preço
CHRN03039,CUST032464,2024-07-24,Insatisfação Rede
CHRN03040,CUST036352,2023-08-29,Preço
CHRN03041,CUST018434,2025-03-04,Preço
CHRN03042,CUST044335,2023-11-22,Mau Atendimento
CHRN03043,CUST003699,2025-07-26,Insatisfação Rede
CHRN03044,CUST031940,2023-12-30,Insatisfação Rede
CHRN03045,CUST010440,2025-03-07,Mau Atendimento
CHRN03046,CUST044735,2025-09-30,Preço
CHRN03047,CUST024076,2024-10-24,Concorrência
CHRN03048,CUST013303,2024-01-17,Concorrência
CHRN03049,CUST009327,2024-09-17,Insatisfação Rede
CHRN03050,CUST047858,2024-04-08,Mau Atendimento
CHRN03051,CUST008473,2025-12-17,Mau Atendimento
CHRN03052,CUST015719,2023-05-06,Preço
CHRN03053,CUST035820,2024-03-14,Concorrência
CHRN03054,CUST016616,2023-01-07,Mau Atendimento
CHRN03055,CUST017027,2025-05-25,Insatisfação Rede
CHRN03056,CUST024312,2024-01-18,Mau Atendimento
CHRN03057,CUST045311,2025-02-17,Preço
CHRN03058,CUST007757,2025-12-21,Insatisfação Rede
CHRN03059,CUST025410,2024-01-31,Concorrência
CHRN03060,CUST009804,2023-02-15,Insatisfação Rede
CHRN03061,CUST005655,2024-11-03,Mau Atendimento
CHRN03062,CUST022384,2025-09-02,Concorrência
CHRN03063,CUST013901,2025-06-10,Preço
CHRN03064,CUST049089,2025-03-01,Preço
CHRN03065,CUST043393,2024-07-01,Preço
CHRN03066,CUST036912,2023-10-24,Mau Atendimento
CHRN03067,CUST005702,2024-07-03,Insatisfação Rede
CHRN03068,CUST026452,2025-05-08,Preço
CHRN03069,CUST030367,2024-07-12,Concorrência
CHRN03070,CUST029110,2024-06-15,Mau Atendimento
CHRN03071,CUST046008,2025-05-19,Insatisfação Rede
CHRN03072,CUST025524,2024-05-19,Concorrência
CHRN03073,CUST026341,2023-09-03,Concorrência
CHRN03074,CUST000220,2023-03-02,Preço
CHRN03075,CUST013122,2025-10-18,Preço
CHRN03076,CUST035992,2023-02-10,Insatisfação Rede
CHRN03077,CUST013026,2024-08-06,Mau Atendimento
CHRN03078,CUST026214,2023-08-04,Concorrência
CHRN03079,CUST044735,2024-06-26,Preço
CHRN03080,CUST027087,2025-03-25,Preço
CHRN03081,CUST033273,2025-02-26,Insatisfação Rede
CHRN03082,CUST012998,2023-03-19,Preço
CHRN03083,CUST000370,2024-03-24,Preço
CHRN03084,CUST020565,2024-11-04,Mau Atendimento
CHRN03085,CUST033452,2023-08-05,Mau Atendimento
CHRN03086,CUST029230,2025-12-19,Concorrência
CHRN03087,CUST003992,2023-06-19,Mau Atendimento
CHRN03088,CUST017735,2024-01-15,Insatisfação Rede
CHRN03089,CUST049203,2024-07-14,Preço
CHRN03090,CUST044332,2025-05-20,Concorrência
CHRN03091,CUST014595,2023-12-18,Preço
CHRN03092,CUST013890,2023-03-26,Insatisfação Rede
CHRN03093,CUST022037,2023-01-25,Concorrência
CHRN03094,CUST037722,2025-01-15,Mau Atendimento
CHRN03095,CUST016517,2025-06-02,Mau Atendimento
CHRN03096,CUST042247,2024-07-07,Insatisfação Rede
CHRN03097,CUST026559,2023-08-10,Mau Atendimento
CHRN03098,CUST031369,2024-06-10,Insatisfação Rede
CHRN03099,CUST045528,2025-05-18,Concorrência
CHRN03100,CUST023079,2023-12-28,Preço
CHRN03101,CUST002581,2023-03-13,Preço
CHRN03102,CUST011893,2023-02-07,Mau Atendimento
CHRN03103,CUST023766,2024-01-16,Mau Atendimento
CHRN03104,CUST037001,2024-06-28,Mau Atendimento
CHRN03105,CUST049392,2024-09-06,Concorrência
CHRN03106,CUST043605,2024-07-05,Preço
CHRN03107,CUST006619,2025-03-01,Mau Atendimento
CHRN03108,CUST029557,2025-05-07,Concorrência
CHRN03109,CUST004461,2023-03-17,Mau Atendimento
CHRN03110,CUST048442,2025-10-28,Insatisfação Rede
CHRN03111,CUST018114,2024-01-27,Preço
CHRN03112,CUST044716,2024-02-11,Concorrência
CHRN03113,CUST017446,2025-11-08,Concorrência
CHRN03114,CUST039968,2023-07-07,Mau Atendimento
CHRN03115,CUST002492,2025-09-05,Concorrência
CHRN03116,CUST013051,2023-04-26,Insatisfação Rede
CHRN03117,CUST039796,2024-07-05,Preço
CHRN03118,CUST033622,2024-02-23,Preço
CHRN03119,CUST045846,2024-03-14,Mau Atendimento
CHRN03120,CUST028786,2025-08-09,Concorrência
CHRN03121,CUST028406,2024-09-09,Preço
CHRN03122,CUST049607,2025-05-05,Preço
CHRN03123,CUST034995,2023-09-17,Insatisfação Rede
CHRN03124,CUST025051,2024-07-17,Concorrência
CHRN03125,CUST046463,2023-04-03,Mau Atendimento
CHRN03126,CUST026104,2024-12-15,Mau Atendimento
CHRN03127,CUST041991,2024-07-14,Insatisfação Rede
CHRN03128,CUST001871,2024-07-05,Concorrência
CHRN03129,CUST004471,2024-09-17,Concorrência
CHRN03130,CUST045671,2024-05-10,Preço
CHRN03131,CUST035132,2023-12-29,Concorrência
CHRN03132,CUST027549,2024-05-19,Mau Atendimento
CHRN03133,CUST040876,2024-07-07,Insatisfação Rede
CHRN03134,CUST040498,2025-01-03,Insatisfação Rede
CHRN03135,CUST006214,2023-10-24,Concorrência
CHRN03136,CUST005253,2025-08-27,Mau Atendimento
CHRN03137,CUST019723,2025-08-26,Mau Atendimento
CHRN03138,CUST035681,2025-04-10,Insatisfação Rede
CHRN03139,CUST041669,2024-10-31,Insatisfação Rede
CHRN03140,CUST017719,2025-07-03,Insatisfação Rede
CHRN03141,CUST022158,2025-11-21,Concorrência
CHRN03142,CUST024436,2023-10-19,Preço
CHRN03143,CUST017887,2023-07-29,Mau Atendimento
CHRN03144,CUST024528,2023-11-22,Insatisfação Rede
CHRN03145,CUST034447,2025-04-02,Insatisfação Rede
CHRN03146,CUST023128,2024-07-13,Concorrência
CHRN03147,CUST013170,2025-11-28,Mau Atendimento
CHRN03148,CUST017513,2024-03-03,Mau Atendimento
CHRN03149,CUST005217,2024-04-30,Concorrência
CHRN03150,CUST011369,2024-04-08,Insatisfação Rede
CHRN03151,CUST033047,2023-01-31,Insatisfação Rede
CHRN03152,CUST014724,2024-07-06,Insatisfação Rede
CHRN03153,CUST040462,2025-02-10,Insatisfação Rede
CHRN03154,CUST049013,2023-08-27,Insatisfação Rede
CHRN03155,CUST026840,2023-04-28,Insatisfação Rede
CHRN03156,CUST019376,2023-02-06,Preço
CHRN03157,CUST027727,2024-12-27,Insatisfação Rede
CHRN03158,CUST001118,2025-03-14,Mau Atendimento
CHRN03159,CUST031971,2024-03-29,Preço
CHRN03160,CUST027926,2024-06-04,Insatisfação Rede
CHRN03161,CUST005775,2024-02-29,Insatisfação Rede
CHRN03162,CUST009198,2025-01-03,Preço
CHRN03163,CUST010361,2023-04-26,Concorrência
CHRN03164,CUST008308,2025-01-09,Insatisfação Rede
CHRN03165,CUST030013,2024-11-26,Mau Atendimento
CHRN03166,CUST014724,2023-04-21,Insatisfação Rede
CHRN03167,CUST011671,2023-11-13,Mau Atendimento
CHRN03168,CUST039954,2025-03-11,Preço
CHRN03169,CUST014192,2023-12-28,Concorrência
CHRN03170,CUST040041,2025-03-02,Mau Atendimento
CHRN03171,CUST007918,2024-08-16,Concorrência
CHRN03172,CUST019590,2024-03-15,Preço
CHRN03173,CUST028932,2025-01-14,Insatisfação Rede
CHRN03174,CUST020479,2025-06-23,Concorrência
CHRN03175,CUST046798,2025-03-12,Concorrência
CHRN03176,CUST005083,2025-01-19,Preço
CHRN03177,CUST029538,2023-03-12,Concorrência
CHRN03178,CUST021069,2024-09-21,Insatisfação Rede
CHRN03179,CUST021753,2024-12-20,Mau Atendimento
CHRN03180,CUST031566,2024-12-20,Concorrência
CHRN03181,CUST015070,2023-04-21,Preço
CHRN03182,CUST036367,2023-01-21,Insatisfação Rede
CHRN03183,CUST049777,2025-09-29,Preço
CHRN03184,CUST030900,2025-04-01,Mau Atendimento
CHRN03185,CUST020483,2024-11-16,Insatisfação Rede
CHRN03186,CUST010947,2023-12-26,Mau Atendimento
CHRN03187,CUST017584,2024-12-10,Preço
CHRN03188,CUST024372,2025-09-03,Mau Atendimento
CHRN03189,CUST035456,2023-09-24,Mau Atendimento
CHRN03190,CUST025339,2024-01-25,Preço
CHRN03191,CUST037402,2025-01-02,Mau Atendimento
CHRN03192,CUST029009,2023-08-26,Preço
CHRN03193,CUST027282,2023-06-28,Concorrência
CHRN03194,CUST031461,2024-08-22,Preço
CHRN03195,CUST049682,2025-09-05,Insatisfação Rede
CHRN03196,CUST017027,2023-09-04,Preço
CHRN03197,CUST014426,2025-12-14,Preço
CHRN03198,CUST030511,2024-07-14,Insatisfação Rede
CHRN03199,CUST047114,2025-10-21,Preço
CHRN03200,CUST013174,2024-10-01,Concorrência
CHRN03201,CUST041301,2023-08-07,Insatisfação Rede
CHRN03202,CUST040526,2025-01-11,Concorrência
CHRN03203,CUST030175,2024-03-18,Mau Atendimento
CHRN03204,CUST046206,2025-10-22,Preço
CHRN03205,CUST045559,2024-04-21,Preço
CHRN03206,CUST013123,2024-04-28,Mau Atendimento
CHRN03207,CUST038207,2024-11-05,Mau Atendimento
CHRN03208,CUST011487,2024-05-24,Preço
CHRN03209,CUST010427,2023-10-06,Insatisfação Rede
CHRN03210,CUST025078,2024-10-19,Mau Atendimento
CHRN03211,CUST007262,2024-12-08,Mau Atendimento
CHRN03212,CUST031387,2024-02-16,Insatisfação Rede
CHRN03213,CUST003631,2025-09-12,Insatisfação Rede
CHRN03214,CUST026346,2023-10-25,Concorrência
CHRN03215,CUST019094,2023-11-03,Mau Atendimento
CHRN03216,CUST021626,2024-02-29,Mau Atendimento
CHRN03217,CUST042808,2024-06-24,Insatisfação Rede
CHRN03218,CUST026037,2023-07-28,Preço
CHRN03219,CUST003651,2025-09-17,Concorrência
CHRN03220,CUST041770,2024-12-11,Insatisfação Rede
CHRN03221,CUST047207,2024-11-13,Concorrência
CHRN03222,CUST040035,2025-07-21,Mau Atendimento
CHRN03223,CUST000705,2024-11-26,Concorrência
CHRN03224,CUST002757,2024-08-25,Mau Atendimento
CHRN03225,CUST047247,2025-09-10,Mau Atendimento
CHRN03226,CUST017135,2025-09-22,Mau Atendimento
CHRN03227,CUST044023,2025-05-12,Insatisfação Rede
CHRN03228,CUST033924,2024-12-14,Concorrência
CHRN03229,CUST048737,2025-08-21,Insatisfação Rede
CHRN03230,CUST012763,2025-08-09,Preço
CHRN03231,CUST011877,2024-10-06,Mau Atendimento
CHRN03232,CUST038382,2023-01-04,Mau Atendimento
CHRN03233,CUST005763,2024-01-24,Preço
CHRN03234,CUST003842,2023-09-19,Insatisfação Rede
CHRN03235,CUST037613,2025-03-10,Concorrência
CHRN03236,CUST009012,2025-12-13,Insatisfação Rede
CHRN03237,CUST023324,2024-11-12,Preço
CHRN03238,CUST002690,2023-11-29,Insatisfação Rede
CHRN03239,CUST034278,2024-07-16,Concorrência
CHRN03240,CUST016530,2025-09-06,Preço
CHRN03241,CUST022898,2025-10-12,Preço
CHRN03242,CUST025524,2024-07-13,Insatisfação Rede
CHRN03243,CUST015195,2024-11-13,Preço
CHRN03244,CUST013259,2025-05-20,Mau Atendimento
CHRN03245,CUST011953,2024-09-05,Concorrência
CHRN03246,CUST046681,2024-12-23,Concorrência
CHRN03247,CUST015354,2023-08-31,Concorrência
CHRN03248,CUST011543,2024-10-02,Preço
CHRN03249,CUST004122,2024-04-01,Preço
CHRN03250,CUST002571,2023-07-23,Insatisfação Rede
CHRN03251,CUST031682,2025-04-08,Concorrência
CHRN03252,CUST047120,2025-06-05,Preço
CHRN03253,CUST035369,2025-02-05,Mau Atendimento
CHRN03254,CUST049190,2025-05-09,Preço
CHRN03255,CUST030713,2025-09-26,Insatisfação Rede
CHRN03256,CUST021966,2024-06-12,Concorrência
CHRN03257,CUST020807,2025-06-17,Preço
CHRN03258,CUST017864,2025-01-10,Insatisfação Rede
CHRN03259,CUST026144,2025-10-09,Mau Atendimento
CHRN03260,CUST042526,2025-02-02,Concorrência
CHRN03261,CUST007098,2023-11-03,Concorrência
CHRN03262,CUST047980,2023-09-11,Insatisfação Rede
CHRN03263,CUST026743,2023-08-25,Preço
CHRN03264,CUST021521,2024-04-21,Mau Atendimento
CHRN03265,CUST049891,2024-06-15,Insatisfação Rede
CHRN03266,CUST048341,2024-12-28,Preço
CHRN03267,CUST022595,2024-04-23,Insatisfação Rede
CHRN03268,CUST037241,2025-08-18,Preço
CHRN03269,CUST021137,2024-07-30,Mau Atendimento
CHRN03270,CUST004925,2023-09-18,Insatisfação Rede
CHRN03271,CUST047675,2023-03-31,Insatisfação Rede
CHRN03272,CUST018314,2024-06-11,Concorrência
CHRN03273,CUST009425,2024-07-01,Mau Atendimento
CHRN03274,CUST020323,2023-04-24,Concorrência
CHRN03275,CUST002051,2023-07-30,Concorrência
CHRN03276,CUST026955,2024-06-13,Mau Atendimento
CHRN03277,CUST032253,2024-01-13,Preço
CHRN03278,CUST029900,2025-02-14,Insatisfação Rede
CHRN03279,CUST030789,2023-11-15,Insatisfação Rede
CHRN03280,CUST008454,2024-12-17,Concorrência
CHRN03281,CUST002784,2023-02-25,Insatisfação Rede
CHRN03282,CUST025829,2024-04-05,Insatisfação Rede
CHRN03283,CUST033660,2023-06-16,Insatisfação Rede
CHRN03284,CUST012528,2024-06-10,Insatisfação Rede
CHRN03285,CUST005950,2023-01-03,Mau Atendimento
CHRN03286,CUST041538,2023-03-17,Insatisfação Rede
CHRN03287,CUST022458,2025-06-29,Mau Atendimento
CHRN03288,CUST016503,2023-10-25,Concorrência
CHRN03289,CUST023269,2024-01-22,Mau Atendimento
CHRN03290,CUST036495,2023-08-05,Concorrência
CHRN03291,CUST011487,2025-01-19,Mau Atendimento
CHRN03292,CUST037319,2024-11-09,Preço
CHRN03293,CUST007090,2024-06-28,Preço
CHRN03294,CUST007900,2023-10-18,Mau Atendimento
CHRN03295,CUST025007,2025-12-15,Mau Atendimento
CHRN03296,CUST027528,2024-01-29,Preço
CHRN03297,CUST003990,2024-02-09,Concorrência
CHRN03298,CUST045041,2025-08-12,Preço
CHRN03299,CUST020713,2023-04-28,Mau Atendimento
CHRN03300,CUST046335,2023-05-14,Mau Atendimento
CHRN03301,CUST016795,2025-03-20,Mau Atendimento
CHRN03302,CUST033732,2023-01-31,Mau Atendimento
CHRN03303,CUST011687,2024-01-15,Mau Atendimento
CHRN03304,CUST003361,2025-08-19,Mau Atendimento
CHRN03305,CUST037985,2024-03-10,Insatisfação Rede
CHRN03306,CUST034163,2025-01-22,Preço
CHRN03307,CUST032611,2025-11-28,Concorrência
CHRN03308,CUST039446,2023-03-19,Insatisfação Rede
CHRN03309,CUST043439,2023-08-26,Concorrência
CHRN03310,CUST043072,2025-09-04,Preço
CHRN03311,CUST010766,2025-04-29,Mau Atendimento
CHRN03312,CUST000932,2024-12-19,Preço
CHRN03313,CUST026599,2023-09-30,Preço
CHRN03314,CUST000043,2023-05-12,Concorrência
CHRN03315,CUST031239,2024-10-26,Mau Atendimento
CHRN03316,CUST036915,2023-08-03,Insatisfação Rede
CHRN03317,CUST040026,2023-08-09,Insatisfação Rede
CHRN03318,CUST035206,2025-10-18,Concorrência
CHRN03319,CUST003614,2025-03-18,Insatisfação Rede
CHRN03320,CUST002176,2023-09-24,Mau Atendimento
CHRN03321,CUST013051,2024-04-14,Insatisfação Rede
CHRN03322,CUST024129,2023-01-08,Preço
CHRN03323,CUST007531,2025-06-11,Preço
CHRN03324,CUST001621,2024-02-08,Concorrência
CHRN03325,CUST040109,2023-10-16,Preço
CHRN03326,CUST027220,2025-05-20,Insatisfação Rede
CHRN03327,CUST018556,2024-04-10,Preço
CHRN03328,CUST035530,2025-06-11,Insatisfação Rede
CHRN03329,CUST033223,2024-08-09,Mau Atendimento
CHRN03330,CUST027499,2025-09-16,Preço
CHRN03331,CUST026796,2024-11-23,Concorrência
CHRN03332,CUST031450,2023-07-06,Preço
CHRN03333,CUST035046,2023-06-05,Mau Atendimento
CHRN03334,CUST005883,2023-12-02,Insatisfação Rede
CHRN03335,CUST022943,2025-08-18,Mau Atendimento
CHRN03336,CUST005981,2023-01-06,Preço
CHRN03337,CUST033908,2023-05-31,Preço
CHRN03338,CUST035010,2025-02-25,Preço
CHRN03339,CUST029726,2025-01-24,Concorrência
CHRN03340,CUST037735,2025-01-07,Concorrência
CHRN03341,CUST046099,2024-11-01,Insatisfação Rede
CHRN03342,CUST004626,2024-11-23,Preço
CHRN03343,CUST003553,2023-02-11,Preço
CHRN03344,CUST038137,2025-04-25,Concorrência
CHRN03345,CUST019750,2024-11-03,Concorrência
CHRN03346,CUST020256,2025-03-02,Preço
CHRN03347,CUST031863,2023-03-28,Insatisfação Rede
CHRN03348,CUST021577,2025-01-16,Preço
CHRN03349,CUST000970,2023-01-01,Concorrência
CHRN03350,CUST020198,2024-02-05,Concorrência
CHRN03351,CUST012629,2025-02-04,Mau Atendimento
CHRN03352,CUST017461,2023-08-17,Mau Atendimento
CHRN03353,CUST024986,2025-10-04,Insatisfação Rede
CHRN03354,CUST019081,2024-11-22,Preço
CHRN03355,CUST025858,2023-11-01,Preço
CHRN03356,CUST020784,2024-02-28,Insatisfação Rede
CHRN03357,CUST035472,2023-07-14,Mau Atendimento
CHRN03358,CUST033718,2023-10-16,Mau Atendimento
CHRN03359,CUST003116,2025-04-15,Insatisfação Rede
CHRN03360,CUST049270,2023-08-16,Concorrência
CHRN03361,CUST006465,2024-08-20,Concorrência
CHRN03362,CUST044135,2025-02-07,Insatisfação Rede
CHRN03363,CUST031451,2025-03-07,Concorrência
CHRN03364,CUST010150,2024-07-10,Insatisfação Rede
CHRN03365,CUST047101,2025-08-21,Insatisfação Rede
CHRN03366,CUST048346,2023-06-10,Mau Atendimento
CHRN03367,CUST029139,2023-04-01,Mau Atendimento
CHRN03368,CUST011518,2025-08-06,Mau Atendimento
CHRN03369,CUST046209,2024-12-29,Mau Atendimento
CHRN03370,CUST028229,2024-03-27,Concorrência
CHRN03371,CUST019397,2024-07-13,Concorrência
CHRN03372,CUST039140,2024-09-11,Concorrência
CHRN03373,CUST012197,2025-09-12,Insatisfação Rede
CHRN03374,CUST046973,2023-04-27,Concorrência
CHRN03375,CUST046874,2025-08-08,Preço
CHRN03376,CUST021273,2025-04-15,Concorrência
CHRN03377,CUST015114,2024-08-26,Insatisfação Rede
CHRN03378,CUST028642,2023-02-19,Insatisfação Rede
CHRN03379,CUST042711,2023-01-20,Mau Atendimento
CHRN03380,CUST038535,2024-11-04,Mau Atendimento
CHRN03381,CUST036679,2024-09-21,Mau Atendimento
CHRN03382,CUST041657,2025-07-28,Insatisfação Rede
CHRN03383,CUST026038,2025-08-28,Mau Atendimento
CHRN03384,CUST017906,2024-01-13,Mau Atendimento
CHRN03385,CUST024028,2023-06-04,Mau Atendimento
CHRN03386,CUST045479,2023-06-06,Preço
CHRN03387,CUST040625,2024-03-14,Preço
CHRN03388,CUST039975,2025-08-30,Preço
CHRN03389,CUST002564,2023-06-13,Preço
CHRN03390,CUST015560,2025-01-15,Concorrência
CHRN03391,CUST024452,2024-10-07,Concorrência
CHRN03392,CUST005798,2025-07-22,Preço
CHRN03393,CUST023375,2024-10-31,Preço
CHRN03394,CUST033223,2025-06-19,Concorrência
CHRN03395,CUST007610,2023-09-08,Insatisfação Rede
CHRN03396,CUST010028,2025-04-24,Preço
CHRN03397,CUST022513,2025-09-28,Insatisfação Rede
CHRN03398,CUST009325,2025-11-07,Preço
CHRN03399,CUST048640,2024-09-09,Mau Atendimento
CHRN03400,CUST042745,2025-11-27,Mau Atendimento
CHRN03401,CUST037252,2024-03-10,Insatisfação Rede
CHRN03402,CUST049381,2024-05-12,Insatisfação Rede
CHRN03403,CUST032238,2024-08-30,Mau Atendimento
CHRN03404,CUST049818,2023-12-09,Insatisfação Rede
CHRN03405,CUST028287,2025-02-03,Concorrência
CHRN03406,CUST033985,2023-09-14,Mau Atendimento
CHRN03407,CUST016189,2025-05-16,Preço
CHRN03408,CUST036130,2025-03-18,Insatisfação Rede
CHRN03409,CUST029371,2025-10-07,Mau Atendimento
CHRN03410,CUST009157,2024-06-09,Preço
CHRN03411,CUST027003,2023-05-08,Preço
CHRN03412,CUST026400,2024-02-24,Preço
CHRN03413,CUST037047,2023-06-20,Insatisfação Rede
CHRN03414,CUST027387,2024-11-02,Mau Atendimento
CHRN03415,CUST038519,2025-09-21,Insatisfação Rede
CHRN03416,CUST008046,2025-05-31,Preço
CHRN03417,CUST024474,2023-04-30,Insatisfação Rede
CHRN03418,CUST024746,2025-05-26,Preço
CHRN03419,CUST043811,2023-05-08,Mau Atendimento
CHRN03420,CUST048607,2025-06-06,Concorrência
CHRN03421,CUST041995,2025-06-21,Concorrência
CHRN03422,CUST000487,2025-06-30,Mau Atendimento
CHRN03423,CUST040278,2024-12-23,Concorrência
CHRN03424,CUST017097,2023-03-23,Insatisfação Rede
CHRN03425,CUST007830,2024-04-25,Mau Atendimento
CHRN03426,CUST033509,2023-02-19,Concorrência
CHRN03427,CUST020811,2024-01-07,Insatisfação Rede
CHRN03428,CUST028062,2023-03-13,Mau Atendimento
CHRN03429,CUST021884,2025-09-11,Insatisfação Rede
CHRN03430,CUST003861,2023-01-12,Preço
CHRN03431,CUST031619,2024-12-16,Insatisfação Rede
CHRN03432,CUST012740,2023-07-03,Preço
CHRN03433,CUST020892,2025-07-31,Mau Atendimento
CHRN03434,CUST000728,2024-10-11,Concorrência
CHRN03435,CUST001654,2024-11-10,Concorrência
CHRN03436,CUST038838,2023-10-21,Preço
CHRN03437,CUST012051,2023-09-11,Insatisfação Rede
CHRN03438,CUST015204,2024-08-28,Insatisfação Rede
CHRN03439,CUST047724,2024-10-25,Insatisfação Rede
CHRN03440,CUST008931,2025-12-04,Mau Atendimento
CHRN03441,CUST026980,2023-06-16,Insatisfação Rede
CHRN03442,CUST031073,2024-06-10,Mau Atendimento
CHRN03443,CUST046708,2023-11-01,Concorrência
CHRN03444,CUST006708,2023-07-11,Insatisfação Rede
CHRN03445,CUST010785,2024-01-23,Mau Atendimento
CHRN03446,CUST025803,2024-11-05,Mau Atendimento
CHRN03447,CUST036574,2025-04-11,Concorrência
CHRN03448,CUST003095,2023-11-19,Preço
CHRN03449,CUST035898,2025-11-10,Insatisfação Rede
CHRN03450,CUST035657,2024-08-16,Preço
CHRN03451,CUST013809,2024-02-03,Preço
CHRN03452,CUST049714,2025-03-15,Insatisfação Rede
CHRN03453,CUST013141,2024-12-13,Insatisfação Rede
CHRN03454,CUST026981,2025-04-21,Concorrência
CHRN03455,CUST029456,2023-08-19,Preço
CHRN03456,CUST029617,2023-09-12,Concorrência
CHRN03457,CUST002192,2025-07-27,Concorrência
CHRN03458,CUST032559,2024-12-06,Mau Atendimento
CHRN03459,CUST019346,2023-05-21,Mau Atendimento
CHRN03460,CUST049708,2024-12-24,Mau Atendimento
CHRN03461,CUST004432,2024-06-05,Mau Atendimento
CHRN03462,CUST037613,2023-06-25,Insatisfação Rede
CHRN03463,CUST032661,2025-02-27,Insatisfação Rede
CHRN03464,CUST046745,2025-08-22,Mau Atendimento
CHRN03465,CUST046463,2024-12-17,Insatisfação Rede
CHRN03466,CUST022079,2024-09-20,Mau Atendimento
CHRN03467,CUST024914,2024-07-14,Preço
CHRN03468,CUST047248,2023-04-21,Preço
CHRN03469,CUST013120,2025-10-18,Mau Atendimento
CHRN03470,CUST041581,2023-04-07,Preço
CHRN03471,CUST047604,2024-08-23,Preço
CHRN03472,CUST006925,2024-06-15,Insatisfação Rede
CHRN03473,CUST010819,2024-04-21,Preço
CHRN03474,CUST040619,2025-05-29,Preço
CHRN03475,CUST033763,2025-03-11,Mau Atendimento
CHRN03476,CUST036395,2024-06-16,Mau Atendimento
CHRN03477,CUST016594,2025-02-23,Mau Atendimento
CHRN03478,CUST037867,2024-09-28,Preço
CHRN03479,CUST015787,2024-11-27,Concorrência
CHRN03480,CUST006298,2023-08-15,Mau Atendimento
CHRN03481,CUST007661,2025-06-18,Insatisfação Rede
CHRN03482,CUST017525,2024-08-13,Preço
CHRN03483,CUST028761,2025-04-06,Mau Atendimento
CHRN03484,CUST049895,2024-04-19,Insatisfação Rede
CHRN03485,CUST041664,2024-02-21,Preço
CHRN03486,CUST010438,2024-05-02,Mau Atendimento
CHRN03487,CUST007654,2024-07-06,Mau Atendimento
CHRN03488,CUST012595,2023-10-18,Insatisfação Rede
CHRN03489,CUST017918,2025-04-20,Mau Atendimento
CHRN03490,CUST037527,2024-07-03,Mau Atendimento
CHRN03491,CUST015274,2024-11-23,Mau Atendimento
CHRN03492,CUST022983,2025-10-01,Concorrência
CHRN03493,CUST016567,2023-03-14,Insatisfação Rede
CHRN03494,CUST020713,2023-03-02,Preço
CHRN03495,CUST026796,2024-03-03,Concorrência
CHRN03496,CUST027951,2025-05-28,Mau Atendimento
CHRN03497,CUST046160,2024-09-18,Preço
CHRN03498,CUST031461,2024-01-25,Insatisfação Rede
CHRN03499,CUST041263,2024-02-08,Concorrência
CHRN03500,CUST038288,2023-07-21,Insatisfação Rede
CHRN03501,CUST031465,2025-06-19,Preço
CHRN03502,CUST036338,2023-01-06,Preço
CHRN03503,CUST025368,2025-01-22,Preço
CHRN03504,CUST011465,2025-03-31,Mau Atendimento
CHRN03505,CUST028022,2025-11-16,Preço
CHRN03506,CUST032512,2025-03-05,Insatisfação Rede
CHRN03507,CUST026261,2023-06-06,Insatisfação Rede
CHRN03508,CUST036794,2025-05-28,Mau Atendimento
CHRN03509,CUST034796,2025-03-06,Mau Atendimento
CHRN03510,CUST025038,2023-03-08,Insatisfação Rede
CHRN03511,CUST008732,2025-03-20,Preço
CHRN03512,CUST007476,2023-01-12,Insatisfação Rede
CHRN03513,CUST038346,2025-10-02,Preço
CHRN03514,CUST025913,2024-07-28,Insatisfação Rede
CHRN03515,CUST041177,2025-10-11,Preço
CHRN03516,CUST043992,2024-11-06,Mau Atendimento
CHRN03517,CUST022612,2023-08-06,Concorrência
CHRN03518,CUST048254,2024-01-04,Mau Atendimento
CHRN03519,CUST032312,2023-08-18,Insatisfação Rede
CHRN03520,CUST011181,2024-03-06,Insatisfação Rede
CHRN03521,CUST034375,2023-11-17,Concorrência
CHRN03522,CUST026709,2025-10-25,Preço
CHRN03523,CUST032000,2023-09-11,Mau Atendimento
CHRN03524,CUST010934,2025-03-17,Mau Atendimento
CHRN03525,CUST033147,2023-11-18,Mau Atendimento
CHRN03526,CUST039636,2024-12-07,Insatisfação Rede
CHRN03527,CUST034956,2025-10-26,Mau Atendimento
CHRN03528,CUST024886,2025-09-05,Concorrência
CHRN03529,CUST024220,2025-01-04,Insatisfação Rede
CHRN03530,CUST006800,2023-04-27,Insatisfação Rede
CHRN03531,CUST015809,2025-12-13,Insatisfação Rede
CHRN03532,CUST035873,2023-08-17,Mau Atendimento
CHRN03533,CUST004529,2025-05-17,Concorrência
CHRN03534,CUST001117,2025-03-29,Mau Atendimento
CHRN03535,CUST046603,2023-05-24,Preço
CHRN03536,CUST030768,2024-10-18,Mau Atendimento
CHRN03537,CUST028287,2023-11-30,Insatisfação Rede
CHRN03538,CUST030380,2025-08-03,Concorrência
CHRN03539,CUST007946,2025-09-04,Preço
CHRN03540,CUST046857,2024-01-13,Insatisfação Rede
CHRN03541,CUST042499,2024-06-06,Mau Atendimento
CHRN03542,CUST014380,2025-10-08,Preço
CHRN03543,CUST024210,2023-05-27,Concorrência
